date,symbol,spot_price,near_contract,near_contract_price,dominant_contract,dominant_contract_price,near_month,dominant_month,near_basis,dom_basis,near_basis_rate,dom_basis_rate
2025-12-05,J,1538.75,j2512,1511.0,j2601,1585.0,2512,2601,-27.75,46.25,-0.0180341186027619,0.0300568643379366
2025-12-08,J,1538.75,j2512,1500.0,j2601,1537.0,2512,2601,-38.75,-1.75,-0.0251827782290819,-0.0011372867587327
2025-12-09,J,1538.75,j2512,1500.0,j2601,1514.0,2512,2601,-38.75,-24.75,-0.0251827782290819,-0.0160844841592201
2025-12-10,J,1538.75,j2512,1498.0,j2601,1527.0,2512,2601,-40.75,-11.75,-0.0264825345247765,-0.0076360682372055
2025-12-11,J,1538.75,j2512,1498.0,j2601,1491.5,2512,2601,-40.75,-47.25,-0.0264825345247765,-0.0307067424857838
2025-12-12,J,1538.75,j2512,1420.0,j2601,1475.0,2512,2601,-118.75,-63.75,-0.0771730300568643,-0.041429731925264
2025-12-15,J,1496.25,j2601,1503.5,j2601,1503.5,2601,2601,7.25,7.25,0.0048454469507102,0.0048454469507102
2025-12-16,J,1496.25,j2601,1514.5,j2605,1670.0,2601,2605,18.25,173.75,0.0121971595655805,0.1161236424394318
2025-12-17,J,1496.25,j2601,1530.5,j2605,1663.5,2601,2605,34.25,167.25,0.0228905597326649,0.1117794486215539
2025-12-18,J,1496.25,j2601,1603.5,j2605,1743.0,2601,2605,107.25,246.75,0.0716791979949875,0.1649122807017544
2025-12-19,J,1496.25,j2601,1597.5,j2605,1740.0,2601,2605,101.25,243.75,0.0676691729323308,0.162907268170426
2025-12-22,J,1496.25,j2601,1607.0,j2605,1743.5,2601,2605,110.75,247.25,0.0740183792815372,0.1652464494569758
2025-12-23,J,1442.5,j2601,1599.0,j2605,1741.0,2601,2605,156.5,298.5,0.1084922010398614,0.2069324090121316
2025-12-24,J,1442.5,j2601,1601.5,j2605,1746.0,2601,2605,159.0,303.5,0.1102253032928943,0.2103986135181976
2025-12-25,J,1442.5,j2601,1589.0,j2605,1739.0,2601,2605,146.5,296.5,0.1015597920277295,0.2055459272097053
2025-12-26,J,1442.5,j2601,1572.0,j2605,1720.0,2601,2605,129.5,277.5,0.0897746967071058,0.192374350086655
2025-12-29,J,1442.5,j2601,1566.0,j2605,1680.5,2601,2605,123.5,238.0,0.0856152512998267,0.1649913344887348
2025-12-30,J,1442.5,j2601,1560.0,j2605,1715.0,2601,2605,117.5,272.5,0.0814558058925476,0.1889081455805892
2025-12-31,J,1442.5,j2601,1499.0,j2605,1693.0,2601,2605,56.5,250.5,0.0391681109185442,0.1736568457538994
2026-01-05,J,1391.25,j2601,1443.5,j2605,1648.5,2601,2605,52.25,257.25,0.0375561545372866,0.1849056603773584
2026-01-06,J,1442.5,j2601,1430.0,j2605,1655.0,2601,2605,-12.5,212.5,-0.0086655112651646,0.147313691507799
2026-01-07,J,1442.5,j2601,1500.0,j2605,1773.0,2601,2605,57.5,330.5,0.0398613518197574,0.2291161178509533
2026-01-08,J,1442.5,j2601,1500.0,j2605,1765.0,2601,2605,57.5,322.5,0.0398613518197574,0.2235701906412477
2026-01-09,J,1442.5,j2601,1500.0,j2605,1748.0,2601,2605,57.5,305.5,0.0398613518197574,0.2117850953206239
2026-01-12,J,1442.5,j2601,1500.0,j2605,1770.0,2601,2605,57.5,327.5,0.0398613518197574,0.2270363951473137
2026-01-13,J,1391.25,j2601,1500.0,j2605,1745.0,2601,2605,108.75,353.75,0.0781671159029648,0.2542677448337826
2026-01-14,J,1391.25,j2601,1500.0,j2605,1738.5,2601,2605,108.75,347.25,0.0781671159029648,0.2495956873315363
2026-01-15,J,1391.25,j2601,1500.0,j2605,1745.0,2601,2605,108.75,353.75,0.0781671159029648,0.2542677448337826
2026-01-16,J,1391.25,j2601,1448.0,j2605,1717.0,2601,2605,56.75,325.75,0.0407906558849955,0.2341419586702606
2026-01-19,J,1391.25,j2602,1471.0,j2605,1721.0,2602,2605,79.75,329.75,0.0573225516621742,0.2370170709793351
2026-01-20,J,1391.25,j2602,1408.5,j2605,1673.5,2602,2605,17.25,282.25,0.0123989218328841,0.2028751123090746
2026-01-21,J,1391.25,j2602,1385.0,j2605,1683.5,2602,2605,-6.25,292.25,-0.0044923629829289,0.2100628930817609
2026-01-22,J,1391.25,j2602,1386.5,j2605,1688.0,2602,2605,-4.75,296.75,-0.003414195867026,0.2132973944294698
2026-01-23,J,1391.25,j2602,1374.0,j2605,1722.0,2602,2605,-17.25,330.75,-0.012398921832884,0.2377358490566037
2026-01-26,J,1391.25,j2602,1378.5,j2605,1719.0,2602,2605,-12.75,327.75,-0.0091644204851751,0.2355795148247979
2026-01-27,J,1391.25,j2602,1284.5,j2605,1668.0,2602,2605,-106.75,276.75,-0.0767295597484276,0.1989218328840969
2026-01-28,J,1391.25,j2602,1339.0,j2605,1684.0,2602,2605,-52.25,292.75,-0.0375561545372866,0.2104222821203953
2026-01-29,J,1391.25,j2602,1350.0,j2605,1723.0,2602,2605,-41.25,331.75,-0.0296495956873314,0.2384546271338723
2026-01-30,J,1391.25,j2602,1266.5,j2605,1721.5,2602,2605,-124.75,330.25,-0.0896675651392632,0.2373764600179695
2026-02-02,J,1391.25,j2602,1407.5,j2605,1680.5,2602,2605,16.25,289.25,0.0116801437556155,0.2079065588499551
2026-02-03,J,1391.25,j2602,1488.0,j2605,1715.0,2602,2605,96.75,323.75,0.0695417789757413,0.2327044025157232
2026-02-04,J,1443.75,j2602,1518.0,j2605,1770.0,2602,2605,74.25,326.25,0.0514285714285713,0.2259740259740259
2026-02-05,J,1443.75,j2602,1518.0,j2605,1738.0,2602,2605,74.25,294.25,0.0514285714285713,0.2038095238095238
2026-02-06,J,1443.75,j2602,1518.0,j2605,1698.5,2602,2605,74.25,254.75,0.0514285714285713,0.1764502164502164
2026-02-09,J,1443.75,j2602,1518.0,j2605,1703.5,2602,2605,74.25,259.75,0.0514285714285713,0.1799134199134198
2026-02-10,J,1443.75,j2602,1518.0,j2605,1665.0,2602,2605,74.25,221.25,0.0514285714285713,0.1532467532467532
2026-02-11,J,1443.75,j2602,1339.0,j2605,1684.0,2602,2605,-104.75,240.25,-0.0725541125541126,0.1664069264069263
2026-02-12,J,1443.75,j2602,1518.0,j2605,1664.0,2602,2605,74.25,220.25,0.0514285714285713,0.1525541125541125
2026-02-13,J,1443.75,j2602,1488.0,j2605,1682.0,2602,2605,44.25,238.25,0.0306493506493505,0.165021645021645
2026-02-24,J,1443.75,j2603,1422.0,j2605,1634.5,2603,2605,-21.75,190.75,-0.0150649350649351,0.132121212121212
2026-02-25,J,1443.75,j2603,1381.0,j2605,1674.0,2603,2605,-62.75,230.25,-0.0434632034632034,0.1594805194805195
2026-02-26,J,1443.75,j2603,1343.0,j2605,1644.0,2603,2605,-100.75,200.25,-0.0697835497835498,0.1387012987012987
2026-02-27,J,1443.75,j2603,1327.0,j2605,1635.5,2603,2605,-116.75,191.75,-0.0808658008658008,0.1328138528138527
2026-03-02,J,1443.75,j2603,1415.0,j2605,1652.0,2603,2605,-28.75,208.25,-0.0199134199134198,0.1442424242424242
2026-03-03,J,1443.75,j2603,1415.0,j2605,1694.0,2603,2605,-28.75,250.25,-0.0199134199134198,0.1733333333333333
2026-03-04,J,1443.75,j2603,1415.0,j2605,1672.0,2603,2605,-28.75,228.25,-0.0199134199134198,0.158095238095238
2026-03-05,J,1443.75,j2603,1415.0,j2605,1676.5,2603,2605,-28.75,232.75,-0.0199134199134198,0.1612121212121211
2026-03-06,J,1443.75,j2603,1415.0,j2605,1695.5,2603,2605,-28.75,251.75,-0.0199134199134198,0.1743722943722943
2026-03-09,J,1391.25,j2603,1415.0,j2605,1740.0,2603,2605,23.75,348.75,0.0170709793351302,0.2506738544474394
2026-03-10,J,1391.25,j2603,1415.0,j2605,1680.5,2603,2605,23.75,289.25,0.0170709793351302,0.2079065588499551
2026-03-11,J,1391.25,j2603,1415.0,j2605,1718.0,2603,2605,23.75,326.75,0.0170709793351302,0.2348607367475292
2026-03-12,J,1391.25,j2603,1415.0,j2605,1727.0,2603,2605,23.75,335.75,0.0170709793351302,0.241329739442947
2026-03-13,J,1391.25,j2603,1415.0,j2605,1737.5,2603,2605,23.75,346.25,0.0170709793351302,0.2488769092542677
2026-03-16,J,1391.25,j2604,1707.5,j2605,1746.0,2604,2605,316.25,354.75,0.2273135669362085,0.2549865229110513
2026-03-17,J,1391.25,j2604,1713.0,j2605,1732.0,2604,2605,321.75,340.75,0.231266846361186,0.2449236298292902
2026-03-18,J,1391.25,j2604,1729.5,j2605,1721.5,2604,2605,338.25,330.25,0.2431266846361186,0.2373764600179695
2026-03-19,J,1391.25,j2604,1683.5,j2605,1721.0,2604,2605,292.25,329.75,0.2100628930817609,0.2370170709793351
2026-03-20,J,1391.25,j2604,1707.0,j2605,1740.5,2604,2605,315.75,349.25,0.2269541778975741,0.2510332434860736
2026-03-23,J,1391.25,j2604,1819.0,j2605,1847.0,2604,2605,427.75,455.75,0.3074573225516621,0.3275831087151841
2026-03-24,J,1391.25,j2604,1776.0,j2605,1798.0,2604,2605,384.75,406.75,0.2765498652291105,0.2923629829290206
2026-03-25,J,1391.25,j2604,1776.0,j2605,1776.0,2604,2605,384.75,384.75,0.2765498652291105,0.2765498652291105
2026-03-26,J,1391.25,j2604,1743.5,j2605,1761.0,2604,2605,352.25,369.75,0.2531895777178796,0.2657681940700809
2026-03-27,J,1391.25,j2604,1743.5,j2605,1752.0,2604,2605,352.25,360.75,0.2531895777178796,0.2592991913746632
2026-03-30,J,1391.25,j2604,1706.5,j2605,1753.5,2604,2605,315.25,362.25,0.2265947888589399,0.260377358490566
2026-03-31,J,1391.25,j2604,1725.5,j2605,1701.5,2604,2605,334.25,310.25,0.2402515723270439,0.2230008984725966
2026-04-01,J,1391.25,j2604,1725.5,j2605,1675.0,2604,2605,334.25,283.75,0.2402515723270439,0.2039532794249774
2026-04-02,J,1436.25,j2604,1593.5,j2605,1691.5,2604,2605,157.25,255.25,0.1094865100087032,0.1777197563098347
2026-04-03,J,1436.25,j2604,1629.0,j2605,1670.0,2604,2605,192.75,233.75,0.1342036553524803,0.1627502175805049
2026-04-07,J,1436.25,j2604,1629.0,j2605,1662.0,2604,2605,192.75,225.75,0.1342036553524803,0.1571801566579633
2026-04-08,J,1436.25,j2604,1629.0,j2605,1688.0,2604,2605,192.75,251.75,0.1342036553524803,0.1752828546562228
2026-04-09,J,1436.25,j2604,1629.0,j2605,1661.5,2604,2605,192.75,225.25,0.1342036553524803,0.1568320278503046
2026-04-10,J,1436.25,j2604,1629.0,j2605,1640.0,2604,2605,192.75,203.75,0.1342036553524803,0.1418624891209747
2026-04-13,J,1436.25,j2604,1629.0,j2605,1648.5,2604,2605,192.75,212.25,0.1342036553524803,0.1477806788511748
2026-04-14,J,1436.25,j2604,1629.0,j2605,1645.0,2604,2605,192.75,208.75,0.1342036553524803,0.1453437771975632
2026-04-15,J,1436.25,j2604,1629.0,j2605,1691.0,2604,2605,192.75,254.75,0.1342036553524803,0.1773716275021757
2026-04-16,J,1436.25,j2605,1709.5,j2605,1709.5,2605,2605,273.25,273.25,0.1902523933855526,0.1902523933855526
2026-04-17,J,1436.25,j2605,1695.0,j2609,1778.0,2605,2609,258.75,341.75,0.1801566579634463,0.2379460400348128
2026-04-20,J,1436.25,j2605,1738.0,j2609,1825.0,2605,2609,301.75,388.75,0.2100957354221062,0.2706701479547433
2026-04-21,J,1535.0,j2605,1754.5,j2609,1838.0,2605,2609,219.5,303.0,0.1429967426710097,0.1973941368078176
2026-04-22,J,1560.0,j2605,1754.0,j2609,1844.5,2605,2609,194.0,284.5,0.1243589743589743,0.1823717948717949
2026-04-23,J,1560.0,j2605,1742.0,j2609,1835.5,2605,2609,182.0,275.5,0.1166666666666667,0.1766025641025641
2026-04-24,J,1560.0,j2605,1742.0,j2609,1833.0,2605,2609,182.0,273.0,0.1166666666666667,0.175
2026-04-27,J,1560.0,j2605,1750.5,j2609,1848.5,2605,2609,190.5,288.5,0.1221153846153846,0.1849358974358974
2026-04-28,J,1560.0,j2605,1697.5,j2609,1818.0,2605,2609,137.5,258.0,0.0881410256410255,0.1653846153846154
2026-04-29,J,1560.0,j2605,1701.5,j2609,1834.0,2605,2609,141.5,274.0,0.0907051282051281,0.1756410256410256
2026-04-30,J,1560.0,j2605,1696.5,j2609,1841.0,2605,2609,136.5,281.0,0.0874999999999999,0.1801282051282051
2026-05-06,J,1560.0,j2605,1759.0,j2609,1879.5,2605,2609,199.0,319.5,0.1275641025641025,0.2048076923076922
2026-05-07,J,1560.0,j2605,1759.0,j2609,1860.0,2605,2609,199.0,300.0,0.1275641025641025,0.1923076923076923
2026-05-08,J,1560.0,j2605,1759.0,j2609,1828.0,2605,2609,199.0,268.0,0.1275641025641025,0.1717948717948718
2026-05-11,J,1560.0,j2605,1718.0,j2609,1868.0,2605,2609,158.0,308.0,0.1012820512820513,0.1974358974358974
2026-05-12,J,1560.0,j2605,1736.5,j2609,1803.0,2605,2609,176.5,243.0,0.1131410256410256,0.1557692307692306
2026-05-13,J,1637.5,j2605,1736.5,j2609,1816.0,2605,2609,99.0,178.5,0.0604580152671756,0.1090076335877863
2026-05-14,J,1637.5,j2605,1736.5,j2609,1826.5,2605,2609,99.0,189.0,0.0604580152671756,0.1154198473282441
2026-05-15,J,1637.5,j2605,1736.5,j2609,1807.0,2605,2609,99.0,169.5,0.0604580152671756,0.1035114503816794
2026-05-18,J,1677.5,j2605,1736.5,j2609,1771.5,2605,2609,59.0,94.0,0.035171385991058,0.0560357675111773
2026-05-19,J,1677.5,j2605,1750.5,j2609,1782.0,2605,2609,73.0,104.5,0.0435171385991057,0.062295081967213
2026-05-20,J,1677.5,j2606,1676.5,j2609,1782.0,2606,2609,-1.0,104.5,-0.0005961251862891,0.062295081967213
2026-05-21,J,1677.5,j2606,1647.0,j2609,1755.0,2606,2609,-30.5,77.5,-0.0181818181818181,0.0461997019374067
2026-05-22,J,1677.5,j2606,1595.0,j2609,1731.0,2606,2609,-82.5,53.5,-0.0491803278688525,0.0318926974664679
2026-05-25,J,1677.5,j2606,1717.0,j2609,1879.0,2606,2609,39.5,201.5,0.0235469448584202,0.1201192250372578
2026-05-26,J,1681.25,j2606,1752.0,j2609,1851.5,2606,2609,70.75,170.25,0.042081784386617,0.101263940520446
2026-05-27,J,1733.75,j2606,1731.5,j2609,1877.5,2606,2609,-2.25,143.75,-0.001297764960346,0.0829127613554434
2026-05-28,J,1733.75,j2606,1751.5,j2609,1899.5,2606,2609,17.75,165.75,0.0102379235760634,0.0956020187454937
2026-05-29,J,1733.75,j2606,1737.5,j2609,1903.0,2606,2609,3.75,169.25,0.0021629416005768,0.0976207642393656
2026-06-01,J,1733.75,j2606,1876.0,j2609,1993.0,2606,2609,142.25,259.25,0.0820475847152126,0.1495313626532084
2026-06-02,J,1733.75,j2606,1864.0,j2609,1979.0,2606,2609,130.25,245.25,0.0751261715933668,0.1414563806777216
2026-06-03,J,1733.75,j2606,1864.0,j2609,2000.0,2606,2609,130.25,266.25,0.0751261715933668,0.1535688536409516
2026-06-04,J,1788.75,j2606,1864.0,j2609,2043.0,2606,2609,75.25,254.25,0.0420684835779174,0.1421383647798741
2026-06-05,J,1788.75,j2606,1864.0,j2609,2041.5,2606,2609,75.25,252.75,0.0420684835779174,0.1412997903563941
2026-06-08,J,1788.75,j2606,1864.0,j2609,2022.0,2606,2609,75.25,233.25,0.0420684835779174,0.1303983228511529
2026-06-09,J,1788.75,j2606,1864.0,j2609,1961.0,2606,2609,75.25,172.25,0.0420684835779174,0.0962962962962963
2026-06-10,J,1788.75,j2606,1864.0,j2609,1983.0,2606,2609,75.25,194.25,0.0420684835779174,0.1085953878406709
2026-06-11,J,1843.75,j2606,1864.0,j2609,2011.0,2606,2609,20.25,167.25,0.0109830508474575,0.0907118644067797
2026-06-12,J,1843.75,j2606,1864.0,j2609,2078.0,2606,2609,20.25,234.25,0.0109830508474575,0.127050847457627
2026-06-15,J,1843.75,j2607,2022.0,j2609,2093.0,2607,2609,178.25,249.25,0.0966779661016949,0.1351864406779661
2026-06-16,J,1887.5,j2607,2012.0,j2609,2083.5,2607,2609,124.5,196.0,0.0659602649006623,0.1038410596026491
2026-06-17,J,1887.5,j2607,2012.0,j2609,2073.0,2607,2609,124.5,185.5,0.0659602649006623,0.0982781456953643
2026-06-18,J,1887.5,j2607,1987.5,j2609,2019.5,2607,2609,100.0,132.0,0.0529801324503311,0.069933774834437
2026-06-22,J,1887.5,j2607,1916.0,j2609,2015.5,2607,2609,28.5,128.0,0.0150993377483443,0.0678145695364238
2026-06-23,J,1927.5,j2607,1871.0,j2609,1925.0,2607,2609,-56.5,-2.5,-0.0293125810635538,-0.0012970168612191
2026-06-24,J,1927.5,j2607,1874.0,j2609,1947.5,2607,2609,-53.5,20.0,-0.0277561608300908,0.0103761348897535
2026-06-25,J,1955.0,j2607,1875.0,j2609,1932.0,2607,2609,-80.0,-23.0,-0.040920716112532,-0.0117647058823529
2026-06-26,J,1955.0,j2607,1911.0,j2609,1946.0,2607,2609,-44.0,-9.0,-0.02250639386189257,-0.004603580562659859
